Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,FamilySize
0,3,1,-0.5541506949769678,1,0,-0.8471579942615405,,S,0.03794911304219064
1,1,0,0.6089903373090445,1,0,1.9750807637092673,C85,C,0.03794911304219064
1,3,0,-0.2633654369054647,0,0,-0.8174076743244094,,S,-0.6206788266456061
1,1,0,0.3909013937554172,1,0,1.1736600340606222,C123,S,0.03794911304219064
0,3,1,0.3909013937554172,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,1,-0.11797280786971318,0,0,-0.7939027178466732,,Q,-0.6206788266456061
0,1,1,1.772131369595057,0,0,1.1191177808425483,E46,S,-0.6206788266456061
0,3,1,-2.0080769853344833,3,1,-0.2378273674010411,,S,2.013832932105581
1,3,0,-0.19066912238758893,0,2,-0.6760033017995241,,S,0.6965770527299874
1,2,0,-1.135721211119974,1,0,0.15865845199220882,,C,0.03794911304219064
1,3,0,-1.8626843562987316,1,1,-0.43065351514170547,G6,S,0.6965770527299874
1,1,0,2.06291662766656,0,0,0.003480783200133223,C103,S,-0.6206788266456061
0,3,1,-0.6995433240127193,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,1,0.6816866518269202,1,5,0.21173302276005065,,S,3.3310888114811745
0,3,0,-1.135721211119974,0,0,-0.8205281523267042,,S,-0.6206788266456061
1,2,0,1.8448276841129325,0,0,-0.46150569878021175,,S,-0.6206788266456061
0,3,1,-2.0080769853344833,4,1,0.11697274444178136,,Q,2.672460871793378
1,2,1,-0.11797280786971318,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,3,0,0.10011613568391413,1,0,-0.37335660267019377,,S,0.03794911304219064
1,3,0,-0.11797280786971318,0,0,-0.8482598579629158,,C,-0.6206788266456061
0,2,1,0.3909013937554172,0,0,-0.02076021823012176,,S,-0.6206788266456061
1,2,1,0.31820507923754143,0,0,-0.5937293429452387,D56,S,-0.6206788266456061
1,3,0,-1.063024896602098,0,0,-0.8128151064170775,,Q,-0.6206788266456061
1,1,1,-0.11797280786971318,0,0,0.39794798829246375,A6,S,-0.6206788266456061
0,3,0,-1.5718990982272285,3,1,-0.2378273674010411,,S,2.013832932105581
1,3,0,0.6089903373090445,1,5,0.21669140941623918,,S,3.3310888114811745
0,3,1,-0.11797280786971318,0,0,-0.8482598579629158,,C,-0.6206788266456061
0,1,1,-0.7722396385305951,3,2,2.0497298257500365,C23 C25 C27,S,2.672460871793378
1,3,0,-0.11797280786971318,0,0,-0.8194262886253288,,Q,-0.6206788266456061
0,3,1,-0.11797280786971318,0,0,-0.8186946511276156,,S,-0.6206788266456061
0,1,1,0.7543829663447961,0,0,0.05508326406293775,,C,-0.6206788266456061
1,1,0,-0.11797280786971318,1,0,2.0497298257500365,B78,C,0.03794911304219064
1,3,0,-0.11797280786971318,0,0,-0.825120720234036,,Q,-0.6206788266456061
0,2,1,2.644487143809566,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,1,1,-0.11797280786971318,1,0,2.0497298257500365,,C,0.03794911304219064
0,1,1,0.8997755953805476,1,0,1.1251780312001123,,S,0.03794911304219064
1,3,1,-0.11797280786971318,0,0,-0.8480747448610847,,C,-0.6206788266456061
0,3,1,-0.6268470094948435,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,0,-0.8449359530484709,2,0,-0.37335660267019377,,S,0.6965770527299874
1,3,0,-1.135721211119974,1,0,-0.6712256207903611,,C,0.03794911304219064
0,3,0,0.7543829663447961,1,0,-0.7490921248391456,,S,0.03794911304219064
0,2,0,-0.19066912238758893,1,0,-0.24113295850516675,,S,0.03794911304219064
0,3,1,-0.11797280786971318,0,0,-0.8186946511276156,,C,-0.6206788266456061
1,2,0,-1.9353806708166075,1,2,0.6658859808284745,,C,1.3552049924177842
1,3,0,-0.7722396385305951,0,0,-0.8194262886253288,,Q,-0.6206788266456061
0,3,1,-0.11797280786971318,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,1,-0.11797280786971318,1,0,-0.48354297280771624,,Q,0.03794911304219064
0,3,1,-0.11797280786971318,2,0,-0.21119752546620457,,C,0.6965770527299874
0,3,0,-0.8449359530484709,1,0,-0.3821715122811955,,S,0.03794911304219064
0,3,1,-1.6445954127451043,4,1,0.5825101582728139,,S,2.672460871793378
0,3,1,-0.6268470094948435,0,0,-0.8229169928312855,,S,-0.6206788266456061
1,1,0,1.408649797005678,1,0,2.0497298257500365,D33,C,0.03794911304219064
1,2,0,-0.0452764933518374,1,0,-0.02076021823012176,,S,0.03794911304219064
0,1,1,2.5717908292916905,0,1,1.5650067611506577,B30,C,0.03794911304219064
1,1,1,-0.11797280786971318,0,0,0.39794798829246375,C52,S,-0.6206788266456061
1,2,0,-0.6268470094948435,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,3,1,-0.08162465061077528,0,0,-0.8480747448610847,,C,-0.6206788266456061
1,2,0,-1.7899880417808558,1,2,0.05637024086614399,,S,1.3552049924177842
0,3,1,-1.3538101546736012,5,2,0.9003978361195663,,S,3.9897167511689715
0,3,1,-0.5541506949769678,0,0,-0.8480747448610847,,C,-0.6206788266456061
1,1,0,0.6089903373090445,0,0,2.0497298257500365,B28,,-0.6206788266456061
0,1,1,1.1178645389341748,1,0,2.0497298257500365,C83,S,0.03794911304219064
0,3,1,-1.8626843562987316,3,2,0.06298142307439528,,S,2.672460871793378
0,1,1,-0.11797280786971318,0,0,0.05508326406293775,,C,-0.6206788266456061
1,3,1,-0.11797280786971318,1,1,-0.4947467229232996,,C,0.6965770527299874
1,2,0,-0.0452764933518374,0,0,-0.7039157130827612,F33,S,-0.6206788266456061
0,3,1,-0.7722396385305951,0,0,-0.8071250822631758,,S,-0.6206788266456061
1,3,0,-0.9176322675663466,4,2,-0.8174076743244094,,S,3.3310888114811745
0,3,1,-0.2633654369054647,2,0,-0.7849026951338404,,S,0.6965770527299874
0,2,1,0.1728124502017899,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,3,0,-0.9903285820842224,5,2,0.9003978361195663,,S,3.9897167511689715
0,2,1,-0.6268470094948435,0,0,2.0497298257500365,,S,-0.6206788266456061
0,3,1,-0.2633654369054647,1,0,-0.5296361351636447,,C,0.03794911304219064
1,3,1,0.1728124502017899,0,0,1.323328384345822,,S,-0.6206788266456061
0,3,1,-0.3360617514233405,0,0,-0.8295281750395368,F G73,S,-0.6206788266456061
1,2,1,-2.0931316733203977,0,2,0.11146342593490524,,S,0.6965770527299874
1,3,0,0.027419821166038368,0,0,-0.6168684806741185,,S,-0.6206788266456061
0,3,1,-0.5541506949769678,0,0,-0.7700275351652748,,S,-0.6206788266456061
1,3,1,-0.0452764933518374,0,0,-0.7479902611377702,,S,-0.6206788266456061
1,3,0,-0.11797280786971318,0,0,-0.8234679246819733,,Q,-0.6206788266456061
0,1,1,-0.11797280786971318,0,0,0.9092127457305682,,S,-0.6206788266456061
1,2,0,-0.9176322675663466,0,0,-0.7039157130827612,,S,-0.6206788266456061
1,3,0,0.24550876471966568,3,0,-0.4681168809884631,,S,1.3552049924177842
0,3,1,-0.9903285820842224,1,3,0.3483641217305786,,S,2.013832932105581
1,1,0,-0.481454380459092,3,2,2.0497298257500365,C23 C25 C27,S,2.672460871793378
0,3,1,-0.4087580659412162,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,1,-0.0452764933518374,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,1,-0.6995433240127193,0,0,-0.8205281523267042,,S,-0.6206788266456061
0,1,1,1.1905608534520506,1,0,1.52956200960482,E31,S,0.03794911304219064
0,3,1,-0.2633654369054647,1,2,-0.2598646414285456,,S,1.3552049924177842
0,3,1,2.135612942184436,0,0,-0.8471579942615405,,S,-0.6206788266456061
0,1,1,3.007968716398945,0,0,0.3606697355475373,A5,C,-0.6206788266456061
1,1,1,-0.481454380459092,0,1,1.6257899703733212,D10 D12,C,0.03794911304219064
1,2,0,0.31820507923754143,0,1,-0.15298386239514875,,S,0.03794911304219064
0,2,1,0.31820507923754143,1,0,-0.02076021823012176,,S,0.03794911304219064
0,3,0,-0.11797280786971318,0,0,-0.8186946511276156,,S,-0.6206788266456061
0,1,1,-0.6268470094948435,0,1,2.0497298257500365,D26,S,0.03794911304219064
0,3,1,0.24550876471966568,0,0,-0.7852685138826969,,S,-0.6206788266456061
0,3,1,0.5362940227911688,2,0,-0.8174076743244094,,S,0.6965770527299874
1,3,0,-0.6268470094948435,0,0,-0.8295281750395368,,S,-0.6206788266456061
1,3,1,-0.11797280786971318,0,0,-0.8240188565326607,,S,-0.6206788266456061
0,3,1,0.6089903373090445,0,0,-0.8186946511276156,,S,-0.6206788266456061
1,3,0,-0.11797280786971318,1,0,-0.10229813213188847,,Q,0.03794911304219064
0,1,1,1.2632571679699265,0,0,1.1251780312001123,C110,S,-0.6206788266456061
0,3,0,-1.099373053861036,1,0,-0.5296361351636447,,C,0.03794911304219064
0,3,1,-0.5541506949769678,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,0,-0.6995433240127193,1,0,-0.7336660330198924,,S,0.03794911304219064
0,3,0,-0.9176322675663466,0,0,-0.5294554295166192,,C,-0.6206788266456061
0,3,1,-0.6268470094948435,0,0,-0.8174076743244094,,S,-0.6206788266456061
0,3,1,2.971620559140007,0,0,-0.825120720234036,,Q,-0.6206788266456061
0,2,1,-0.0452764933518374,1,0,-0.24113295850516675,,S,0.03794911304219064
0,1,1,-0.4087580659412162,0,1,2.0497298257500365,B58 B60,C,0.03794911304219064
0,3,0,-2.0080769853344833,4,2,0.21173302276005065,,S,3.3310888114811745
0,2,1,-0.6268470094948435,2,0,2.0497298257500365,,S,0.6965770527299874
0,2,1,0.2091606074607278,1,0,0.15865845199220882,,C,0.03794911304219064
1,2,0,0.2091606074607278,0,0,-0.5937293429452387,E101,S,-0.6206788266456061
0,1,1,1.772131369595057,0,1,2.0497298257500365,D26,S,0.03794911304219064
1,3,1,-1.2811138401557254,1,0,-0.6712256207903611,,C,0.03794911304219064
0,3,1,-0.11797280786971318,0,0,-0.825120720234036,,Q,-0.6206788266456061
1,3,1,-0.4087580659412162,0,0,-0.851931267815898,,S,-0.6206788266456061
1,3,0,-0.11797280786971318,1,1,-0.18126649988204804,F E69,C,0.6965770527299874
0,3,1,1.1178645389341748,0,0,-0.8592784949766681,,S,-0.6206788266456061
0,3,1,0.24550876471966568,0,0,-0.8186946511276156,,C,-0.6206788266456061
0,3,1,-0.6995433240127193,0,0,-0.8559729038725423,,S,-0.6206788266456061
0,3,0,1.2632571679699265,1,0,-0.5276175208627253,,S,0.03794911304219064
0,2,1,-0.3360617514233405,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,2,1,-0.481454380459092,0,0,-0.5035616325343013,,C,-0.6206788266456061
1,1,0,-0.7722396385305951,0,2,-0.008273898766137685,D47,S,0.6965770527299874
0,1,1,0.5362940227911688,1,0,1.1736600340606222,C123,S,0.03794911304219064
0,3,1,-0.9903285820842224,0,0,-0.7604765806017544,,S,-0.6206788266456061
0,1,1,-0.4087580659412162,0,0,2.0497298257500365,B86,C,-0.6206788266456061
0,3,0,-0.11797280786971318,0,2,-0.4947467229232996,,C,0.6965770527299874
1,3,0,-0.5541506949769678,0,0,-0.825120720234036,,S,-0.6206788266456061
1,3,0,-0.4087580659412162,1,0,-0.4681168809884631,,S,0.03794911304219064
0,3,1,-0.7722396385305951,0,0,-0.869195268289045,,Q,-0.6206788266456061
0,2,1,-0.8449359530484709,0,0,-0.6598411650277523,,S,-0.6206788266456061
0,2,1,-0.7722396385305951,1,1,0.453041173361225,,S,0.6965770527299874
1,3,1,-0.19066912238758893,0,0,-0.8231021059331166,,S,-0.6206788266456061
0,3,0,-1.4992027837093527,2,2,0.3483641217305786,,S,2.013832932105581
0,2,1,0.49994586553223086,0,2,-0.02076021823012176,F2,S,0.6965770527299874
0,2,1,0.8997755953805476,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,2,1,1.5540424260414296,0,0,-0.614664753271368,,S,-0.6206788266456061
1,1,0,-0.5541506949769678,1,0,1.7686664328032435,C2,S,0.03794911304219064
0,3,1,1.8811758413718704,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,1,0.790731123603734,0,2,-0.5276175208627253,,S,0.6965770527299874
0,3,1,-0.11797280786971318,0,0,-0.8444033350081025,,S,-0.6206788266456061
0,1,1,1.5540424260414296,0,1,1.5385620323176528,,C,0.03794911304219064
1,3,0,-0.9903285820842224,0,0,-0.8258567651865547,,Q,-0.6206788266456061
0,3,1,0.027419821166038368,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,1,-0.11797280786971318,0,0,-0.7849026951338404,,S,-0.6206788266456061
0,3,1,-0.11797280786971318,8,2,1.8986863495655202,,S,5.965600570232362
0,3,1,1.0451682244162992,0,1,-0.45709824397471077,,S,0.03794911304219064
1,2,0,0.7543829663447961,0,0,-0.472524335793964,,S,-0.6206788266456061
0,3,1,-0.2633654369054647,0,0,-0.8240188565326607,,S,-0.6206788266456061
0,3,1,-0.9176322675663466,0,0,-0.7849026951338404,,S,-0.6206788266456061
0,3,1,-2.080773299852359,4,1,0.5825101582728139,,S,2.672460871793378
1,3,1,-1.4992027837093527,0,2,-0.2620683688312961,,S,0.6965770527299874
1,1,0,-0.11797280786971318,0,1,1.2574016753651391,E33,S,0.03794911304219064
0,3,0,1.1178645389341748,1,4,0.06298142307439528,,S,2.672460871793378
0,1,1,-0.11797280786971318,0,0,-0.0240658093342474,,S,-0.6206788266456061
0,3,1,-0.11797280786971318,0,0,1.323328384345822,,S,-0.6206788266456061
0,1,1,2.281005571220187,0,0,0.3097988921824457,B19,S,-0.6206788266456061
0,3,1,-1.8626843562987316,4,1,0.11697274444178136,,Q,2.672460871793378
1,3,0,-2.080773299852359,1,1,-0.6760033017995241,,S,0.6965770527299874
0,1,1,1.9175239986308084,0,0,0.18620504452658942,A7,C,-0.6206788266456061
0,3,1,-0.8449359530484709,1,1,-0.8205281523267042,,S,0.6965770527299874
0,3,1,-0.11797280786971318,3,1,-0.04426517470785808,,S,2.013832932105581
0,1,0,1.4813461115235538,0,0,0.09879199336909009,C49,C,-0.6206788266456061
0,2,1,0.027419821166038368,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,3,1,0.463597708273293,0,0,-1.1666984676603558,,S,-0.6206788266456061
0,3,0,-0.11797280786971318,8,2,1.8986863495655202,,S,5.965600570232362
0,2,1,-0.11797280786971318,0,0,-0.5033765194324703,,C,-0.6206788266456061
0,3,1,-1.4992027837093527,4,2,0.21669140941623918,,S,3.3310888114811745
1,2,1,-2.080773299852359,2,1,0.5522089064849952,F4,S,1.3552049924177842
1,3,0,-1.8626843562987316,0,2,-0.1959565467487826,,S,0.6965770527299874
0,1,1,-0.11797280786971318,0,0,1.0370289350900943,A32,S,-0.6206788266456061
1,3,0,-0.11797280786971318,1,0,-0.48354297280771624,,Q,0.03794911304219064
1,1,1,1.1178645389341748,0,0,0.003480783200133223,,S,-0.6206788266456061
0,3,1,0.7543829663447961,1,1,-0.48354297280771624,,Q,0.6965770527299874
0,3,1,0.463597708273293,0,0,-0.8186946511276156,,S,-0.6206788266456061
1,2,0,0.1728124502017899,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,2,1,-0.7722396385305951,0,0,-0.5937293429452387,,S,-0.6206788266456061
1,3,0,-0.7722396385305951,1,0,-0.8205281523267042,,S,0.03794911304219064
1,2,1,-1.9353806708166075,1,1,-0.02076021823012176,F2,S,0.6965770527299874
1,1,0,1.0451682244162992,0,0,0.05508326406293775,B4,C,-0.6206788266456061
1,1,0,2.06291662766656,0,0,2.0497298257500365,B80,C,-0.6206788266456061
0,3,1,0.8997755953805476,0,1,-0.7962871508964492,,S,0.03794911304219064
0,2,0,-0.4087580659412162,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,3,1,-0.11797280786971318,0,0,-0.7479902611377702,,S,-0.6206788266456061
0,3,1,0.31820507923754143,0,0,-0.8803990184046283,,S,-0.6206788266456061
0,3,1,1.1542126961931127,0,0,-0.8482598579629158,,C,-0.6206788266456061
1,3,1,-0.8449359530484709,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,3,0,-2.0080769853344833,0,1,-0.705568508634824,G6,S,0.03794911304219064
0,3,1,0.1728124502017899,1,0,-0.4681168809884631,,S,0.03794911304219064
1,3,1,-0.2633654369054647,0,0,-0.3386478960768741,,C,-0.6206788266456061
1,3,0,-0.9903285820842224,0,0,-0.825120720234036,,Q,-0.6206788266456061
1,1,1,0.7543829663447961,0,0,0.19961252204492325,A31,C,-0.6206788266456061
0,3,1,-0.4087580659412162,0,0,-0.8559729038725423,,S,-0.6206788266456061
1,2,0,0.3909013937554172,0,0,-0.24113295850516675,,S,-0.6206788266456061
0,3,1,-0.5541506949769678,0,0,-0.8471579942615405,,S,-0.6206788266456061
0,3,1,-0.11797280786971318,1,0,-0.825120720234036,,Q,0.03794911304219064
1,1,0,0.10011613568391413,1,0,2.0497298257500365,D36,C,0.03794911304219064
1,3,0,-0.19066912238758893,0,0,-0.8174076743244094,,S,-0.6206788266456061
0,2,1,0.8997755953805476,1,0,0.02331432982488724,,S,0.03794911304219064
1,1,0,0.1728124502017899,0,0,2.0497298257500365,D15,C,-0.6206788266456061
0,2,1,0.027419821166038368,0,0,-0.7039157130827612,,S,-0.6206788266456061
1,3,1,-0.9903285820842224,0,0,-0.8118983558175332,,S,-0.6206788266456061
0,2,1,-0.19066912238758893,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,3,1,1.5540424260414296,0,0,-0.8118983558175332,,S,-0.6206788266456061
1,1,1,0.6089903373090445,1,0,2.0497298257500365,C93,S,0.03794911304219064
0,3,1,-0.5541506949769678,0,0,-0.7546014433460217,,S,-0.6206788266456061
1,2,1,-0.7722396385305951,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,3,1,-0.6631951667537814,0,0,-0.8471579942615405,,S,-0.6206788266456061
0,2,1,-0.8449359530484709,0,0,-0.5937293429452387,,S,-0.6206788266456061
0,3,0,-0.11797280786971318,3,1,-0.04426517470785808,,S,2.013832932105581
1,1,0,0.3909013937554172,1,0,2.0497298257500365,C83,S,0.03794911304219064
0,3,1,-0.0452764933518374,0,0,-0.8240188565326607,,S,-0.6206788266456061
0,2,1,2.135612942184436,0,0,-0.5716920689177343,,S,-0.6206788266456061
1,3,0,-1.7899880417808558,4,2,0.21669140941623918,,S,3.3310888114811745
0,2,1,-0.4087580659412162,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,3,0,-0.11797280786971318,0,0,-0.8339356298450378,,S,-0.6206788266456061
0,2,1,1.0451682244162992,1,0,-0.02076021823012176,,S,0.03794911304219064
1,2,0,-1.5718990982272285,0,2,-0.009741581216369508,,S,0.6965770527299874
0,2,1,-0.7722396385305951,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,2,1,0.24550876471966568,0,0,-0.6256833902851202,,S,-0.6206788266456061
0,3,0,-0.11797280786971318,1,0,-0.5296361351636447,,C,0.03794911304219064
0,2,1,-0.0452764933518374,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,3,1,-0.5541506949769678,0,0,-0.8526673127684167,,S,-0.6206788266456061
0,3,1,0.027419821166038368,0,0,-0.8482598579629158,,C,-0.6206788266456061
0,1,1,1.0451682244162992,2,0,2.0497298257500365,C78,Q,0.6965770527299874
0,3,0,-0.3360617514233405,0,0,-0.8240188565326607,,S,-0.6206788266456061
1,2,0,-0.4087580659412162,0,2,-0.5276175208627253,,S,0.6965770527299874
1,1,1,0.5362940227911688,1,1,1.1496041457321984,D35,S,0.6965770527299874
0,2,1,1.772131369595057,1,0,-0.02076021823012176,,S,0.03794911304219064
0,3,1,-0.11797280786971318,0,0,-0.8471579942615405,,S,-0.6206788266456061
0,3,0,-0.0452764933518374,1,1,-0.705568508634824,G6,S,0.6965770527299874
0,1,1,2.353701885738063,0,0,0.003480783200133223,C87,S,-0.6206788266456061
0,3,1,0.027419821166038368,1,0,-0.45709824397471077,,S,0.03794911304219064
0,3,0,0.8270792808626718,0,2,-0.2758416650984864,,S,0.6965770527299874
1,3,0,-0.0452764933518374,0,2,-0.4947467229232996,,C,0.6965770527299874
1,1,0,-0.11797280786971318,0,0,2.0497298257500365,,C,-0.6206788266456061
1,1,0,0.027419821166038368,0,0,2.0497298257500365,B77,S,-0.6206788266456061
1,1,0,0.3909013937554172,0,0,2.0497298257500365,,C,-0.6206788266456061
1,2,0,1.4813461115235538,0,1,-0.02076021823012176,,S,0.03794911304219064
1,3,1,-1.9353806708166075,4,2,0.21669140941623918,,S,3.3310888114811745
0,1,1,1.6267387405593052,1,1,2.0497298257500365,E67,S,0.6965770527299874
0,1,1,0.7543829663447961,0,0,-1.1666984676603558,B94,S,-0.6206788266456061
0,3,0,-0.11797280786971318,0,0,-0.825120720234036,,Q,-0.6206788266456061
0,2,1,0.463597708273293,0,0,-0.7039157130827612,,S,-0.6206788266456061
0,3,1,-0.9903285820842224,4,1,0.5825101582728139,,S,2.672460871793378
1,3,1,-0.3360617514233405,1,0,-0.8240188565326607,,S,0.03794911304219064
1,1,0,2.06291662766656,0,1,2.0497298257500365,C125,S,0.03794911304219064
1,1,0,0.3909013937554172,0,0,2.0497298257500365,C99,S,-0.6206788266456061
0,1,1,-0.11797280786971318,0,0,0.19961252204492325,,S,-0.6206788266456061
1,3,1,-0.3360617514233405,0,0,-1.1666984676603558,,S,-0.6206788266456061
1,2,0,0.8270792808626718,0,1,-0.30724478058768023,,S,0.03794911304219064
0,1,1,0.5362940227911688,0,1,0.14231560957341152,C118,C,0.03794911304219064
1,1,0,2.4263982002559388,1,0,2.0497298257500365,D7,S,0.03794911304219064
0,3,0,1.1178645389341748,0,0,-0.825120720234036,,S,-0.6206788266456061
0,2,1,-0.11797280786971318,0,0,-1.1666984676603558,,S,-0.6206788266456061
